ID English Calculus Physics Chemistry 
210	 33.6	 24.7	 75.5	 27.9
211	 97.6	 56.4	 96.5	 66.8
212	 55.1	 32.9	 47.2	 15.7
213	 69.1	 16.6	 45.1	 99.0
214	 47.6	 39.0	 98.5	 82.2
215	 95.4	 12.3	 39.9	 80.1
216	 50.6	 78.2	 13.6	  7.2
217	 37.2	 36.0	 94.9	 11.2
218	 18.9	 94.4	  3.8	 19.0
219	 26.7	 93.7	 55.1	 40.2
220	 96.3	 66.7	 49.4	 69.0
221	 32.2	 50.6	 65.2	 45.5
222	 16.9	 81.5	  3.0	 54.5
223	 13.0	 27.6	 15.9	 85.3
224	 89.9	  0.6	 30.3	 27.7
225	 31.2	 87.9	  0.7	 64.2
226	 97.2	 90.4	 89.0	 33.0
227	 86.9	  4.8	  6.9	  5.6
228	 57.6	  6.0	 75.8	 34.1
229	 78.9	 29.2	 26.4	 88.4
230	 25.9	 83.3	  0.9	 79.9
231	 84.2	 50.9	 87.3	 79.6
232	 62.5	 80.3	 53.3	 38.1
233	  1.4	 51.5	 22.1	  7.9
234	 62.1	 19.9	 82.8	 28.2
235	 32.5	 35.0	 21.9	 50.6
236	 11.3	 60.3	 88.9	  5.7
237	 67.5	 83.9	 95.0	 22.6
238	 79.3	 73.4	 59.9	  5.0
239	  0.3	 56.4	 36.8	 16.4
240	 39.7	 76.8	 89.4	 66.3
241	 43.1	  6.0	 63.8	 62.6
242	 13.9	 23.1	 16.3	  2.8
243	 39.1	 68.9	 52.8	 68.2
244	 34.8	 52.3	 81.6	  3.1
245	 74.4	  6.7	 24.6	 39.6
246	 84.9	 19.1	 96.6	 92.8
247	 65.8	 60.1	 77.0	 66.4
248	 25.5	 57.7	 97.4	 29.9
249	 94.6	 43.0	 89.7	 70.5
250	 11.2	 74.2	 67.0	 29.5
251	 65.9	 27.2	 67.1	 56.4
252	 72.1	 63.4	  9.9	 39.6
253	 33.2	  0.0	 74.2	  2.2
254	  6.7	 49.1	 77.0	 25.5
255	 50.1	 41.4	 73.6	 19.3
256	 97.2	  3.3	 77.8	  8.6
257	 62.9	 45.3	 81.1	 67.0
258	 20.2	 83.8	 80.7	 57.8
259	 39.8	 71.5	 71.5	  9.0
260	 94.9	 74.9	 31.1	  9.3
261	 74.2	 42.5	 90.3	 50.1
262	 54.7	 87.4	 81.1	 57.9
263	 73.7	 55.3	 67.4	 32.4
264	 27.2	 83.9	 87.0	  9.8
265	 79.1	 64.7	 39.9	 19.1
266	 59.6	 95.2	 83.3	 52.2
267	 87.0	 36.9	 71.0	 62.0
268	 70.4	 93.7	 11.0	 36.0
269	 99.3	 96.6	 76.2	 28.8
270	 92.4	 93.1	 72.5	 17.2
271	 48.7	 59.4	 98.3	 88.5
272	 59.1	 15.0	 86.1	 30.4
273	 88.8	 97.4	 15.4	 61.5
274	 89.8	 16.3	 65.5	 49.2
275	 60.1	 44.2	 86.7	 77.9
276	 28.7	 94.2	  1.6	 18.7
277	  8.8	 34.6	  8.8	 47.3
278	 59.3	 74.5	 18.7	 72.8
279	 84.1	 39.7	 78.9	 28.8
280	 48.6	 94.9	 14.4	 99.5
281	 11.7	 62.4	 46.9	 38.5
282	 11.6	 30.1	 20.4	 23.6
283	 40.9	 26.3	 16.4	 35.1
284	 73.9	 26.9	 49.8	 70.8
285	 97.8	 11.1	 13.3	 45.2
286	 98.3	 44.6	 59.8	 80.8
287	 24.5	 67.5	 51.6	 10.3
288	 25.0	 75.1	  0.5	 45.9
289	 41.1	 89.9	 51.5	  5.5
290	 84.4	 96.9	 31.8	 36.8
291	 14.5	 55.4	 35.8	  0.1
292	 62.2	 73.1	 32.0	 85.1
293	 10.7	 11.3	 47.1	 73.4
294	 72.1	 49.7	 65.0	  9.4
295	 43.1	  7.0	 98.4	 94.1
296	 55.0	 94.3	 84.5	 94.5
297	 24.6	100.0	 88.2	 70.7
298	 77.9	 55.0	 16.0	 97.4
299	 51.7	 23.5	 39.7	 80.6
300	 12.3	 60.1	 46.7	  2.4
301	 61.3	 27.1	 29.8	  4.4
302	 31.8	 31.2	 74.3	 84.6
303	 86.1	 64.2	 74.4	 80.9
304	 72.8	 95.9	 16.5	 58.8
305	 32.1	 86.7	 62.5	 84.8
306	  4.3	 84.3	 12.7	 74.8
307	 48.1	 45.3	 76.1	 34.6
308	  4.3	 68.8	 33.5	 49.2
309	 41.9	 50.9	 13.4	 44.0
310	 84.3	 40.3	 13.8	 54.4
311	 15.6	 49.1	 52.7	 27.4
312	 92.2	 82.8	 27.4	  7.4
313	 11.1	 36.1	  4.4	 72.2
314	 20.9	 56.5	 30.1	  2.2
315	 63.3	 52.8	  5.4	 75.8
316	 27.4	 59.0	 11.1	 20.9
317	 81.7	 58.0	 96.5	  0.4
318	 17.6	 61.9	 53.1	 39.8
319	 16.2	 10.3	 28.5	 20.8
320	 50.4	 32.0	 63.7	 42.3
321	 47.6	  1.7	 13.7	 70.0
322	 12.6	 13.5	  8.5	 97.9
323	 21.4	 59.9	 25.1	 54.9
324	  3.1	 84.5	 64.6	 86.6
325	 18.8	 70.2	 11.5	 74.4
326	 95.5	 49.3	  4.7	 82.7
327	 31.7	 45.9	 78.9	 41.2
328	 83.2	 81.0	 10.3	 10.7
329	 53.8	 56.1	  5.4	 10.8
330	 87.5	 34.2	 63.9	 37.5
331	 70.8	 35.9	 86.1	 10.1
332	 34.2	 96.2	 33.6	 22.9
333	 32.7	 22.5	 26.8	 47.3
334	 82.9	 78.0	 89.2	 77.4
335	 54.7	 53.9	 87.3	 19.5
336	 53.9	 87.9	 25.3	 31.8
337	 81.0	 82.0	 64.1	 78.2
338	 59.1	 71.6	 12.1	 80.9
339	  2.3	 92.4	 68.2	 88.9
340	 85.5	 13.3	 74.4	 53.6
341	 12.4	 91.5	 85.7	 48.8
342	 97.5	 14.9	  2.2	 33.9
343	 25.9	 50.3	 41.0	 53.5
344	 55.4	 65.2	 66.7	 60.6
345	 84.6	 73.8	 74.8	 92.0
346	 59.5	  6.2	 98.0	 63.0
347	 86.3	 33.6	 19.0	 40.2
348	 19.0	 11.9	 58.8	  3.4
349	 52.2	 51.6	 15.5	  4.6
350	 55.3	 72.8	 75.7	 28.6
351	 13.3	  7.1	 87.4	 33.4
352	  0.2	 90.3	 59.1	 92.9
353	  8.2	 47.7	 63.9	 96.8
354	 74.8	 50.3	 97.0	 76.4
355	 33.0	 52.4	 16.0	 46.1
356	 63.1	 47.8	 35.7	 20.9
357	  6.3	 78.8	 32.3	 74.6
358	 10.9	 57.4	  6.8	 94.8
359	 51.6	 26.8	  6.2	 58.9
360	 74.2	 11.9	 83.4	 97.0
361	 60.5	  6.7	 97.4	 89.8
362	 62.4	 49.1	 18.9	  2.1
363	 12.4	 67.6	 84.7	 25.6
364	 22.7	 80.0	 15.7	 58.2
365	 36.0	 27.4	 95.5	 94.8
366	 15.2	 27.3	 93.6	 67.9
367	 81.5	 98.0	 36.9	 96.6
368	 18.5	 26.8	 26.9	 64.1
369	  0.6	 59.0	 80.8	 17.2
370	 83.7	 71.8	 73.5	 31.7
371	 38.2	 27.7	 57.2	 10.8
372	 10.3	  4.6	 72.3	 21.7
373	  2.4	  9.0	 86.3	  8.8
374	 29.5	 71.4	 39.0	 72.4
375	 72.9	 93.1	 35.0	 13.4
376	 76.2	 34.3	 46.3	 58.7
377	 14.9	 96.3	 90.1	 11.8
378	 86.7	  6.6	 48.7	 99.3
379	 11.5	 52.1	  9.5	 14.8
380	 10.3	 74.3	 66.7	 59.5
381	  8.8	 70.2	 30.9	 12.2
382	 95.6	 87.3	  4.3	 55.1
383	 75.0	 77.0	  6.4	 11.5
384	 33.6	 41.8	 23.4	 67.1
385	 16.2	 86.2	 44.2	  7.5
386	 51.8	 59.0	 16.7	 36.8
387	 88.9	 68.2	 42.1	 26.1
388	 81.7	 43.3	 97.5	 73.1
389	 33.2	 94.1	 61.9	 25.4
390	 11.1	 99.0	 38.6	 26.5
391	 69.5	 45.2	 64.8	 45.2
392	  8.3	 63.0	 87.1	 88.8
393	 87.2	 68.4	 41.9	 12.8
394	 73.1	 97.1	 46.1	 92.0
395	 55.4	 55.5	 65.5	 73.3
396	 72.5	 73.6	 14.0	 26.1
397	  9.5	 27.8	 78.5	 72.0
398	 57.9	 43.4	 91.5	 28.7
399	 86.8	 97.0	 40.2	 66.9
400	 26.5	 59.3	 33.2	 98.6
401	 43.5	 42.1	  6.5	 49.4
402	 17.3	 17.4	  7.8	 29.5
403	  0.1	 67.9	 67.7	 26.2
404	 75.9	  7.5	  2.0	 47.0
405	 97.8	 47.8	 71.0	 34.0
406	  1.2	  0.4	  0.2	 19.7
407	 35.0	 95.0	 30.5	 78.6
408	 57.4	  0.6	 72.7	 91.0
409	 50.3	 84.5	 79.7	 43.2
410	 96.1	 34.6	 69.6	 70.3
411	 16.3	 13.6	 59.2	 38.7
412	  2.6	 48.2	 11.3	 87.5
413	 84.9	 77.1	 77.6	 61.9
414	 11.0	 88.3	 47.8	 28.7
415	  8.8	  5.7	 79.0	 77.5
416	 13.9	 36.2	 60.0	  0.5
417	 77.4	 74.8	  7.3	 82.7
418	 34.4	 48.2	 24.7	  4.0
419	 20.1	 46.5	 53.1	 24.6
420	 42.9	 71.2	  8.6	 23.6
421	  6.5	 44.5	 64.7	 55.7
422	 60.8	 54.9	 61.9	 85.1
423	 34.6	 40.7	 24.6	 35.7
424	 69.3	 92.7	 95.7	 56.6
425	 43.9	 77.0	 17.7	 85.2
426	 92.5	 18.7	 79.1	 93.3
427	 18.5	 78.6	 35.7	 90.4
428	 91.3	 73.7	 27.3	 43.4
429	 26.3	 23.2	 79.5	 24.4
430	  8.7	 54.4	 14.4	 45.1
431	 28.5	 82.5	 67.6	 22.7
432	 15.5	 60.5	 10.5	  6.5
433	  9.2	 56.0	 75.7	 32.9
434	 52.3	 86.0	 98.3	 97.2
435	 65.2	 22.0	  3.8	 61.2
436	 82.5	  3.5	 44.9	 93.8
437	 83.4	 69.9	 48.4	 12.8
438	 17.3	 79.2	 61.4	  4.7
439	 53.5	 71.4	 75.5	 43.7
440	 39.1	 29.3	 52.2	 55.4
441	 12.8	 66.9	 71.0	 62.3
442	 80.8	 33.6	 47.6	 91.7
443	  8.0	 17.2	 50.6	 40.3
444	 85.0	 24.5	 47.5	  5.8
445	 11.1	 44.2	 46.3	 94.6
446	 41.8	 23.6	  3.0	 29.9
447	 63.0	 22.1	 27.3	  9.2
448	 92.2	  9.3	 41.4	 63.1
449	 40.2	 75.0	 19.3	 95.5
450	  6.0	 10.5	 28.0	 44.1
451	 92.5	 25.6	 23.9	 59.1
452	 87.2	 75.3	 51.7	 86.9
453	 68.3	 53.0	 13.1	 26.6
454	  2.5	 70.5	 41.8	 22.2
455	  7.9	 72.0	 99.6	 98.8
456	 28.3	 58.9	 57.4	  4.1
457	 20.2	 69.9	 56.3	 41.8
458	 11.0	 71.3	 55.6	 15.7
459	  5.8	 68.3	 87.9	 40.0
460	 96.9	 18.1	 22.0	  2.1
461	 63.6	 43.3	 26.6	 10.1
462	 33.2	 90.4	 78.3	 76.0
463	 82.2	 56.8	 28.8	 66.5
464	 50.2	 91.0	 94.8	 53.0
465	 89.3	 99.0	 58.9	 15.6
466	 63.3	 37.8	  9.0	 33.5
467	 58.2	  8.7	 56.2	 58.3
468	 75.5	 73.7	 76.1	 63.7
469	 76.0	 41.8	  6.1	 74.1
470	 73.8	 16.2	 76.7	 66.0
471	 15.5	 79.1	 21.0	 99.6
472	 35.7	 92.0	 37.3	 63.3
473	 25.8	 65.2	 71.4	 28.6
474	 10.5	 90.5	  2.9	 81.8
475	  6.9	 57.3	 71.0	 46.1
476	 94.1	 14.7	 79.7	 47.1
477	 48.3	 38.9	 41.7	 36.1
478	  3.4	 15.9	 65.4	 42.1
479	 67.4	 36.9	 86.0	 31.5
480	 66.6	 90.6	 22.1	 59.2
481	 87.8	 72.1	 51.7	 71.1
482	 39.8	 15.9	 49.7	 96.8
483	 94.8	 77.1	 31.1	 39.0
484	 46.7	 67.6	 37.2	 32.2
485	 59.8	 48.7	 10.3	 82.0
486	 76.7	 47.4	 83.2	 61.0
487	 67.9	 94.8	  6.3	 81.8
488	 55.5	 97.8	 66.0	 94.5
489	 85.6	 72.0	 14.7	 13.6
490	 11.4	 56.5	 24.2	  8.0
491	 31.9	 42.7	 97.9	 55.4
492	  6.5	 44.7	 86.8	 29.1
493	 90.9	 47.0	 41.9	 61.9
494	 67.3	 11.4	 96.5	 52.7
495	 23.5	 83.8	 80.4	 14.7
496	 48.9	 27.3	 32.6	 21.7
497	 98.6	 57.4	 73.7	 94.2
498	  3.1	 71.6	 98.9	 84.3
499	 26.9	 15.9	 74.5	 45.9
500	 52.1	 38.0	 22.3	 23.6
501	 96.9	  7.7	 38.4	 49.6
502	 63.8	 88.1	 98.4	 18.8
503	 41.8	 61.3	 89.2	 16.9
504	 10.7	 73.9	 49.9	 37.5
505	 75.7	 57.3	 66.2	 30.0
506	 11.9	 13.7	 93.6	  0.1
507	 98.6	 97.7	 88.0	 49.6
508	 23.8	 61.3	 66.7	 51.5
509	  3.8	 27.6	 42.2	 40.2
510	 18.4	 95.8	 85.6	 51.5
511	  7.6	 18.9	 10.6	 93.6
512	 97.6	 25.9	 66.4	 34.6
513	 67.0	 83.6	 93.0	 22.1
514	 62.3	 91.7	 30.9	 63.7
515	 82.2	  4.7	 18.6	 87.9
516	 97.1	 55.1	 91.7	 59.6
517	 33.2	 88.1	 17.9	  2.6
518	 32.6	 23.0	 66.1	 27.8
519	 39.1	 39.0	 25.5	 89.3
520	  7.3	 25.7	 94.9	 68.2
521	 77.8	 94.7	 75.3	 44.3
522	 32.8	 94.4	 61.0	 32.4
523	 18.1	 25.7	 13.7	  8.2
524	 75.3	 37.6	 32.3	 37.6
525	 76.3	 40.7	 22.1	 67.3
526	 34.9	 16.9	 79.1	 24.6
527	 21.7	 16.8	 97.3	 91.5
528	 72.9	 92.4	 33.2	 12.8
529	  1.6	 23.0	 94.3	 88.0
530	 67.4	 50.2	 42.3	 71.8
531	 11.3	 35.7	 44.8	 22.8
532	 23.4	 88.0	 45.1	 44.8
533	 58.7	 91.4	 23.1	  2.5
534	 96.6	 26.0	 60.9	  0.5
535	 34.7	 13.0	 71.2	 16.9
536	 92.3	 87.2	 48.2	 11.7
537	 62.9	 78.6	  9.5	 58.9
538	 33.8	 28.5	 39.0	 33.0
539	 34.5	 50.2	 99.5	 71.0
540	 24.8	 18.0	 19.2	 55.0
541	 71.4	 68.3	 42.2	 92.8
542	 92.7	 37.1	 61.3	 58.4
543	 13.4	 16.5	 84.7	 40.2
544	 95.2	  6.7	 48.6	  0.2
545	 14.0	 22.8	 13.0	 16.1
546	 29.7	 56.9	 10.1	 88.3
547	 21.4	 12.8	 42.8	 31.9
548	 44.8	 70.0	 44.7	 52.1
549	 25.5	 82.9	 83.8	 92.4
550	 83.6	 38.7	 10.5	 14.9
551	 12.9	 81.7	 24.6	 19.4
552	 61.9	 49.1	 29.6	 55.7
553	 57.4	 58.5	 81.0	 10.8
554	 93.6	 46.3	 50.6	 15.8
555	 81.3	 27.8	 35.5	 69.7
556	 59.1	 73.4	 86.0	 44.6
557	 91.8	 30.3	 21.8	  7.7
558	 97.0	 57.0	 75.3	 50.5
559	 65.3	 55.9	 65.9	 79.1
560	 35.3	 12.8	 21.4	 33.4
561	 85.4	  2.7	 47.8	 25.4
562	 42.2	 20.9	 46.6	 58.0
563	 45.6	 80.6	 13.1	  8.0
564	 80.2	 94.0	 18.1	 44.7
565	 89.0	  4.1	 36.6	 62.2
566	 15.2	 71.7	 88.4	 74.8
567	 98.6	 79.5	 27.4	  4.1
568	 94.7	 72.3	  6.5	  6.4
569	 88.6	 88.8	 90.8	 46.0
570	 15.3	 30.5	 22.2	 98.4
571	 51.0	 83.9	 26.8	 28.4
572	 65.2	 98.5	 45.5	  6.1
573	 57.4	 17.6	 28.9	 20.9
574	 52.0	 43.2	 47.0	 77.5
575	 69.2	  9.6	 83.5	 68.4
576	 13.9	 22.0	 77.5	 10.4
577	 80.1	  3.2	 95.2	 16.5
578	 47.3	 99.8	 20.9	 76.8
579	 98.9	 15.0	 59.2	 14.8
580	 60.5	 15.0	  3.5	 19.8
581	 21.3	 24.5	 74.9	 61.4
582	 88.1	 39.3	 13.0	 63.4
583	 32.1	 23.6	 64.9	 45.2
584	 70.2	  2.8	 97.0	 47.1
585	 86.2	 37.4	 89.7	 41.4
586	 39.3	 74.2	 56.5	 98.3
587	 91.9	 17.2	 24.8	 37.4
588	 22.9	 44.5	 33.8	 74.4
589	 67.4	  9.8	 53.9	 79.5
590	 42.3	 72.8	 89.6	 29.2
591	 94.2	  8.2	 14.9	 83.1
592	 74.2	 58.4	 41.6	 88.3
593	 94.9	 50.2	 38.9	 10.1
594	 59.8	 80.0	  5.1	 53.5
595	 85.6	 53.7	 45.8	 52.7
596	 91.3	 86.6	 11.2	 19.9
597	 56.1	 16.6	 61.9	 34.4
598	 15.9	 86.1	 90.4	 82.4
599	 34.3	 34.2	 48.6	  0.7
600	  1.0	 93.7	 41.8	 16.7
601	 13.6	  1.9	 23.7	 98.8
602	 58.2	 78.5	 79.8	 53.4
603	 76.2	 15.2	 11.7	 22.0
604	 33.0	  7.9	 32.2	 66.2
605	 49.5	 80.0	 52.8	 35.8
606	 17.9	 61.0	  2.4	  3.5
607	 88.7	 58.2	 43.8	 85.9
608	 41.9	 11.0	 66.8	 31.1
609	 89.0	  7.5	 30.4	 47.2
610	 57.1	 99.7	 41.2	 46.1
611	 99.6	 67.6	 32.6	 74.2
612	 66.6	 31.0	 97.1	 11.9
613	  1.3	 78.8	 76.1	 77.2
614	 99.7	 86.9	 37.4	 16.9
615	 79.3	 38.2	 88.6	 23.6
616	  5.5	 73.1	 45.3	 13.6
617	 88.9	 25.9	 17.9	 19.3
618	 52.9	 19.2	 78.0	 95.3
619	 44.0	 52.1	 79.5	 42.0
620	 24.8	 13.0	 95.9	 37.3
621	 63.8	 96.9	 31.6	 12.8
622	 70.4	 43.0	 32.1	 96.0
623	 40.4	 11.4	 58.0	 11.4
624	 79.0	 43.5	 49.9	 22.9
625	  2.5	 21.3	 12.8	 51.4
626	 10.7	 30.8	 81.7	 86.8
627	 56.2	 54.7	  0.9	 69.5
628	 45.8	 93.2	 24.2	 65.3
629	 17.0	 48.2	 28.5	 85.0
630	 30.1	 50.5	 46.7	 79.4
631	 87.0	 98.8	 69.6	 53.5
632	  4.6	 15.3	 75.8	 32.5
633	 41.6	 73.3	 56.2	 78.6
634	 49.2	 63.0	 70.0	 48.9
